tcp,udp,tcp_var,udp_var,tcp_std,udp_std,tcp_entropy,udp_entropy,hurst_tcp,hurst_udp,skewness_tcp,kurtosis_tcp,skewness_udp,kurtosis_udp,burst,h2_pkt,h3_pkt,h2_bytes,h3_bytes,utr,utr_std,attack
866,0,56.84,0,7.5392,0,0.8018,0,0.2212,0.52,-0.0768,0.302,0,-3,0,236479,198413,8064115000,6522496500,0,0,0
853,0,71.21,0,8.4386,0,1.1683,0,0.2212,0.52,0.0795,-0.4926,0,-3,0,236479,198413,8064115000,6522496500,0,0,0
865,0,59.45,0,7.7104,0,0.9404,0,0.2212,0.52,-0.1453,0.2647,0,-3,0,236479,0,8064115000,0,0,0,0
897,0,64.81,0,8.0505,0,1.2206,0,0.2212,0.52,0.0043,0.3426,0,-3,0,236479,32,8064115000,87544,0,0,0
1333,0,1651.41,0,40.6375,0,2.164,0,0.5104,0.52,0.5991,-1.0463,0,-3,0,236479,266,8064115000,802372,0,0,0
1623,0,1222.61,0,34.9658,0,2.164,0,0.5104,0.52,-0.5415,-1.1816,0,-3,1.52,236479,652,8064115000,6422920,0,0,0
2236,0,546.64,0,23.3803,0,1.8344,0,0.5104,0.52,1.088,0.5843,0,-3,1.52,236479,1195,8064115000,16804718,0,0,0
2163,0,228.81,0,15.1265,0,1.6957,0,0.5104,0.52,-0.4798,-0.772,0,-3,15.1,236479,1604,8064115000,25715192,0,0,0
2132,0,226.36,0,15.0453,0,2.0253,0,0.5104,0.52,-0.0273,-1.1236,0,-3,15.1,236479,2033,8064115000,35061384,0,0,0
2192,0,286.56,0,16.9281,0,1.8344,0,0.5104,0.52,0.2376,-0.7007,0,-3,21.2,236479,2642,8064115000,48318924,0,0,0
2221,0,268.29,0,16.3796,0,1.7481,0,0.5104,0.52,-0.9833,-0.5106,0,-3,21.2,236479,3247,8064115000,61466150,0,0,0
2237,0,389.21,0,19.7284,0,1.8344,0,0.5104,0.52,-0.1026,-1.326,0,-3,21.2,236479,3834,8064115000,74271900,0,0,0
2178,0,349.96,0,18.7072,0,1.7481,0,0.5104,0.52,0.1057,-0.9546,0,-3,21.2,236479,4461,8064115000,87934620,0,0,0
1867,0,136.41,0,11.6795,0,1.8344,0,0.5104,0.52,-0.7125,0.2227,0,-3,25.7,236479,4889,8064115000,101159920,0,0,0
1850,0,87.6,0,9.3595,0,1.5571,0,0.4784,0.52,0.6938,-0.5338,0,-3,25.7,236479,5291,8064115000,114285064,0,0,0
1834,0,54.84,0,7.4054,0,0.9433,0,0.4784,0.52,0.0043,-1.9946,0,-3,30,236479,5768,8064115000,129855030,0,0,0
1848,0,51.76,0,7.1944,0,1.0549,0,0.4784,0.52,-0.4005,-1.8294,0,-3,30,236479,6274,8064115000,146373900,0,0,0
1834,0,54.84,0,7.4054,0,0.9433,0,0.4784,0.52,0.0043,-1.9946,0,-3,26.4,236479,6758,8064115000,162174580,0,0,0
1848,0,54.76,0,7.4,0,1.1683,0,0.4784,0.52,-0.408,-1.8217,0,-3,26.4,236479,7163,8064115000,175398370,0,0,0
1835,0,56.25,0,7.5,0,0.6931,0,0.4784,0.52,0,-2,0,-3,30.3,236479,7571,8064115000,188618030,0,0,0
1849,0,52.89,0,7.2726,0,0.9433,0,0.4784,0.52,-0.4036,-1.8312,0,-3,30.3,236479,8084,8064115000,205369060,0,0,0
1849,0,52.89,0,7.2726,0,0.9433,0,0.4784,0.52,-0.4036,-1.8312,0,-3,27.8,236479,8573,8064115000,221329330,0,0,0
1849,0,55.89,0,7.476,0,0.8979,0,0.4784,0.52,-0.4124,-1.824,0,-3,27.8,236479,9039,8064115000,236542350,0,0,0
1848,0,51.76,0,7.1944,0,1.0549,0,0.4784,0.52,-0.4005,-1.8294,0,-3,28.1,236479,9444,8064115000,249767620,0,0,0
1833,0,53.41,0,7.3082,0,1.0297,0,0.0468,0.52,0.0067,-1.9913,0,-3,28.1,236479,9883,8064115000,264095580,0,0,0
1834,0,52.04,0,7.2139,0,1.2799,0,0.0468,0.52,0.0024,-1.9854,0,-3,30,236479,10397,8064115000,280875620,0,0,0
1835,0,56.45,0,7.5133,0,1.1683,0,0.0468,0.52,-0.0106,-1.9858,0,-3,30,236479,10886,8064115000,296843140,0,0,0
1849,0,47.29,0,6.8768,0,1.3662,0,0.0468,0.52,-0.405,-1.8141,0,-3,25.9,236479,11320,8064115000,311011520,0,0,0
1834,0,54.84,0,7.4054,0,0.9433,0,0.0468,0.52,0.0043,-1.9946,0,-3,25.9,236479,11725,8064115000,324229500,0,0,0
1833,0,98.41,0,9.9202,0,1.0889,0,0.0468,0.52,1.0675,-0.0044,0,-3,31.2,236479,12196,8064115000,339609400,0,0,0
1848,0,48.96,0,6.9971,0,1.3138,0,0.0468,0.52,-0.4035,-1.8186,0,-3,31.2,236479,12705,8064115000,356222600,0,0,0
1835,0,53.45,0,7.311,0,1.1935,0,0.0468,0.52,0,-1.989,0,-3,26.1,236479,13189,8064115000,372023260,0,0,0
1835,0,95.45,0,9.7699,0,1.1683,0,0.0468,0.52,0.9458,-0.3573,0,-3,26.1,236479,13596,8064115000,385313800,0,0,0
1834,0,54.84,0,7.4054,0,0.9433,0,0.0468,0.52,0.0043,-1.9946,0,-3,30.4,236479,14001,8064115000,398531800,0,0,0
1852,0,98.56,0,9.9277,0,1.4185,0,0.2546,0.52,0.637,-0.6746,0,-3,30.4,236479,14509,8064115000,415115970,0,0,0
1823,0,47.81,0,6.9145,0,1.2799,0,0.2546,0.52,0.4043,-1.8184,0,-3,27.7,236479,14998,8064115000,431083500,0,0,0
1835,0,87.05,0,9.3301,0,1.2799,0,0.2546,0.52,1.086,0.0682,0,-3,27.7,236479,15468,8064115000,446427100,0,0,0
1836,0,49.24,0,7.0171,0,1.3662,0,0.2546,0.52,-0.0001,-1.9806,0,-3,28.3,236479,15875,8064115000,459710400,0,0,0
1822,0,51.76,0,7.1944,0,1.0549,0,0.2546,0.52,0.4005,-1.8294,0,-3,28.3,236479,16308,8064115000,473849760,0,0,0
1850,0,84.8,0,9.2087,0,1.4185,0,0.2546,0.52,0.7445,-0.4118,0,-3,29.7,236479,16822,8064115000,490629800,0,0,0
1822,0,48.96,0,6.9971,0,1.3138,0,0.2546,0.52,0.4035,-1.8186,0,-3,29.7,236479,17311,8064115000,506590080,0,0,0
1850,0,87.6,0,9.3595,0,1.5571,0,0.2546,0.52,0.6938,-0.5338,0,-3,26.2,236479,17748,8064115000,520860000,0,0,0
1821,0,44.49,0,6.6701,0,1.2799,0,0.2546,0.52,0.4042,-1.8161,0,-3,26.2,236479,18153,8064115000,534078000,0,0,0
1821,0,44.49,0,6.6701,0,1.2799,0,0.2546,0.52,0.4042,-1.8161,0,-3,31.2,236479,18621,8064115000,549356350,0,0,0
1851,0,94.49,0,9.7206,0,1.4185,0,0.1626,0.52,0.5748,-0.822,0,-3,31.2,236479,19136,8064115000,566107460,0,0,0
1836,0,54.84,0,7.4054,0,0.9433,0,0.1626,0.52,-0.0043,-1.9946,0,-3,25.9,236479,19624,8064115000,582038700,0,0,0
1851,0,52.49,0,7.245,0,1.4185,0,0.1626,0.52,-0.4009,-1.818,0,-3,25.9,236479,20031,8064115000,595322050,0,0,0
1821,0,52.89,0,7.2726,0,0.9433,0,0.1626,0.52,0.4036,-1.8312,0,-3,30.5,236479,20438,8064115000,608547400,0,0,0
1835,0,56.25,0,7.5,0,0.6931,0,0.1626,0.52,0,-2,0,-3,30.5,236479,20940,8064115000,624899500,0,0,0
1836,0,54.84,0,7.4054,0,0.9433,0,0.1626,0.52,-0.0043,-1.9946,0,-3,27.6,236479,21430,8064115000,640830900,0,0,0
1835,0,56.45,0,7.5133,0,1.1683,0,0.1626,0.52,0.0106,-1.9858,0,-3,27.6,236479,21910,8064115000,656435800,0,0,0
1836,0,54.84,0,7.4054,0,0.9433,0,0.1626,0.52,-0.0043,-1.9946,0,-3,28.6,236479,22319,8064115000,669726460,0,0,0
1851,0,52.29,0,7.2312,0,0.8979,0,0.1626,0.52,-0.4125,-1.8243,0,-3,28.6,236479,22745,8064115000,683633660,0,0,0
1851,0,55.29,0,7.4357,0,0.9433,0,0.1626,0.52,-0.4035,-1.8304,0,-3,29.5,236479,23261,8064115000,700413800,0,0,0
1849,0,50.09,0,7.0774,0,1.2799,0,0.031,0.52,-0.4047,-1.8199,0,-3,29.5,236479,23749,8064115000,716345100,0,0,0
1850,0,90.4,0,9.5079,0,1.5048,0,0.031,0.52,0.6471,-0.6458,0,-3,26.4,236479,24194,8064115000,730868900,0,0,0
1834,0,54.84,0,7.4054,0,0.9433,0,0.031,0.52,0.0043,-1.9946,0,-3,26.4,236479,24599,8064115000,744094200,0,0,0
1849,0,50.09,0,7.0774,0,1.2799,0,0.031,0.52,-0.4047,-1.8199,0,-3,31.1,236479,25060,8064115000,759140350,0,0,0
1834,0,49.24,0,7.0171,0,1.3662,0,0.031,0.52,0.0001,-1.9806,0,-3,31.1,236479,25574,8064115000,775920450,0,0,0
1836,0,49.24,0,7.0171,0,1.3662,0,0.031,0.52,-0.0001,-1.9806,0,-3,25.7,236479,26062,8064115000,791851650,0,0,0
1834,0,54.84,0,7.4054,0,0.9433,0,0.031,0.52,0.0043,-1.9946,0,-3,25.7,236479,26474,8064115000,805301800,0,0,0
1848,0,90.96,0,9.5373,0,1.4708,0,0.031,0.52,0.6686,-0.5996,0,-3,30.5,236479,26878,8064115000,818490800,0,0,0
1833,0,53.41,0,7.3082,0,1.0297,0,0.031,0.52,0.0067,-1.9913,0,-3,30.5,236479,27373,8064115000,834654200,0,0,0
1835,0,56.45,0,7.5133,0,1.1683,0,0.031,0.52,0.0106,-1.9858,0,-3,27.6,236479,27864,8064115000,850679740,0,0,0
1834,0,100.04,0,10.002,0,1.6094,0,0.2427,0.52,1.0227,-0.1213,0,-3,27.6,236479,28346,8064115000,866415170,0,0,0
1850,0,48.4,0,6.957,0,1.3322,0,0.2427,0.52,-0.4063,-1.8155,0,-3,28.8,236479,28753,8064115000,879705660,0,0,0
1833,0,101.41,0,10.0703,0,1.3592,0,0.2427,0.52,1.0178,-0.1459,0,-3,28.8,236479,29172,8064115000,893380740,0,0,0
1833,0,98.41,0,9.9202,0,1.0889,0,0.2427,0.52,1.0675,-0.0044,0,-3,29.3,236479,29686,8064115000,910160800,0,0,0
1848,0,54.76,0,7.4,0,1.1683,0,0.2427,0.52,-0.408,-1.8217,0,-3,29.3,236479,30174,8064115000,926092000,0,0,0
1834,0,52.04,0,7.2139,0,1.2799,0,0.2427,0.52,0.0024,-1.9854,0,-3,26.6,236479,30628,8064115000,940913300,0,0,0
1835,0,56.25,0,7.5,0,0.6931,0,0.2427,0.52,0,-2,0,-3,26.6,236479,31033,8064115000,954138560,0,0,0
1834,0,57.84,0,7.6053,0,0.9433,0,0.2427,0.52,-0.0043,-1.994,0,-3,31.1,236479,31485,8064115000,968894500,0,0,0
1834,0,54.84,0,7.4054,0,0.9433,0,0.2427,0.52,0.0043,-1.9946,0,-3,31.1,236479,31999,8064115000,985674600,0,0,0
1834,0,54.84,0,7.4054,0,0.9433,0,0.2427,0.52,0.0043,-1.9946,0,-3,25.4,236479,32487,8064115000,1001605800,0,0,0
1843,0,52.01,0,7.2118,0,1.5571,0,0.2666,0.52,-0.3976,-1.8119,0,-3,25.4,236479,32908,8064115000,1015317250,0,0,0
1829,0,53.49,0,7.3137,0,1.2799,0,0.2666,0.52,-0.0022,-1.9844,0,-3,30.5,236479,33313,8064115000,1028535230,0,0,0
1845,0,51.25,0,7.1589,0,1.2799,0,0.2666,0.52,-0.4047,-1.8184,0,-3,30.5,236479,33799,8064115000,1044401200,0,0,0
1843,0,49.01,0,7.0007,0,1.4185,0,0.2666,0.52,-0.4006,-1.8158,0,-3,27.6,236479,34296,8064115000,1060629900,0,0,0
1830,0,52.4,0,7.2388,0,1.7481,0,0.2666,0.52,0,-1.9591,0,-3,27.6,236479,34780,8064115000,1076430600,0,0,0
1844,0,95.04,0,9.7488,0,1.5048,0,0.2666,0.52,0.6602,-0.6144,0,-3,29.1,236479,35188,8064115000,1089750100,0,0,0
1828,0,52.16,0,7.2222,0,1.5048,0,0.2666,0.52,0.0045,-1.9753,0,-3,29.1,236479,35600,8064115000,1103135100,0,0,0
1843,0,49.01,0,7.0007,0,1.4185,0,0.2666,0.52,-0.4006,-1.8158,0,-3,29,236479,36116,8064115000,1119944200,0,0,0
1830,0,52,0,7.2111,0,1.1935,0,0.2666,0.52,0,-1.9867,0,-3,29,236479,36605,8064115000,1135875600,0,0,0
1858,0,86.36,0,9.293,0,1.5571,0,0.2666,0.52,0.2654,-0.8845,0,-3,26.9,236479,37064,8064115000,1150845700,0,0,0
1831,0,53.69,0,7.3273,0,1.5571,0,0.2417,0.52,-0.0087,-1.9709,0,-3,26.9,236479,37473,8064115000,1164147100,0,0,0
1843,0,52.01,0,7.2118,0,1.5571,0,0.2417,0.52,-0.3976,-1.8119,0,-3,31.1,236479,37918,8064115000,1178678300,0,0,0
1828,0,49.16,0,7.0114,0,1.1935,0,0.2417,0.52,-0.0003,-1.987,0,-3,31.1,236479,38432,8064115000,1195458300,0,0,0
1843,0,96.81,0,9.8392,0,1.5048,0,0.2417,0.52,0.6477,-0.645,0,-3,25.2,236479,38920,8064115000,1211389400,0,0,0
1829,0,140.49,0,11.8528,0,1.6957,0,0.2417,0.52,0.0152,-0.5031,0,-3,25.2,236479,39448,8064115000,1228626600,0,0,0
1155,0,1221.25,0,34.9464,0,2.0253,0,0.2417,0.52,0.603,-1.2073,0,-3,35.6,236479,40016,8064115000,1256125400,0,0,0
859,0,60.69,0,7.7904,0,1.2206,0,0.2417,0.52,-0.0201,0.3291,0,-3,35.6,236479,40452,8064115000,1284238100,0,0,0
861,0,19.29,0,4.392,0,0.9433,0,0.2417,0.52,-2.6096,4.9327,0,-3,52.8,236479,40887,8064115000,1312220500,0,0,0
874,0,42.24,0,6.4992,0,1.1683,0,0.2417,0.52,0.0461,1.9566,0,-3,52.8,236479,41314,8064115000,1339681000,0,0,0
547,0,1582.21,0,39.777,0,1.8344,0,0.2417,0.52,-0.4324,-1.5605,0,-3,53.4,236479,41645,8064115000,1360945000,0,0,0
81,0,590.49,0,24.3,0,0.3251,0,0.7405,0.52,2.6667,5.1111,0,-3,0,236479,41645,8064115000,1360945000,0,0,0
632,0,9784.76,0,98.9179,0,0.9404,0,0.7405,0.52,1.0105,-0.8364,0,-3,0,236479,41645,8064115000,1360945000,0,0,0
830,0,11875.6,0,108.9752,0,1.2275,0,0.3529,0.52,0.7001,-1.355,0,-3,1.42,236479,41645,8064115000,1360945000,0,0,0
930,0,2119.4,0,46.0369,0,1.8344,0,0.3529,0.52,0.2369,1.1177,0,-3,1.42,236479,41645,8064115000,1360945000,0,0,0
870,0,103,0,10.1489,0,1.3662,0,0.3529,0.52,0.155,-0.9565,0,-3,36.7,236479,41645,8064115000,1360945000,0,0,0
884,0,132.24,0,11.4996,0,1.6957,0,0.3529,0.52,0.0261,-1.3283,0,-3,36.7,236479,41645,8064115000,1360945000,0,0,0
867,0,63.01,0,7.9379,0,1.2275,0,0.3529,0.52,-0.0527,0.3217,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
865,0,59.85,0,7.7363,0,1.5048,0,0.3529,0.52,0.1322,0.4339,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
865,0,107.45,0,10.3658,0,1.4708,0,0.3529,0.52,0.1907,-0.929,0,-3,53.2,236479,41645,8064115000,1360945000,0,0,0
865,0,101.65,0,10.0822,0,1.6094,0,0.3529,0.52,0.1818,-0.9298,0,-3,53.2,236479,41645,8064115000,1360945000,0,0,0
864,0,65.04,0,8.0647,0,1.0889,0,0.3529,0.52,-0.0406,0.3203,0,-3,52.8,236479,41645,8064115000,1360945000,0,0,0
865,0,110.25,0,10.5,0,1.0297,0,0.3529,0.52,0.1399,-0.9604,0,-3,52.8,236479,41645,8064115000,1360945000,0,0,0
865,0,59.65,0,7.7233,0,1.4979,0,0.6169,0.52,-0.1426,0.2437,0,-3,53.1,236479,41645,8064115000,1360945000,0,0,0
865,0,20.25,0,4.5,0,0.3251,0,0.6169,0.52,-2.6667,5.1111,0,-3,53.1,236479,41645,8064115000,1360945000,0,0,0
879,0,0.09,0,0.3,0,0.3251,0,0.6169,0.52,-2.6667,5.1111,0,-3,53.1,236479,41645,8064115000,1360945000,0,0,0
880,0,0.2,0,0.4472,0,0.639,0,0.6169,0.52,0,2,0,-3,53.1,236479,41645,8064115000,1360945000,0,0,0
894,0,20.64,0,4.5431,0,0.639,0,0.6169,0.52,2.6444,5.0454,0,-3,52.8,236479,41645,8064115000,1360945000,0,0,0
909,0,123.69,0,11.1216,0,1.2799,0,0.6169,0.52,-0.3552,-1.1365,0,-3,52.8,236479,41645,8064115000,1360945000,0,0,0
895,0,95.85,0,9.7903,0,1.2799,0,0.6169,0.52,-0.1707,-0.946,0,-3,53.4,236479,41645,8064115000,1360945000,0,0,0
908,0,79.36,0,8.9084,0,1.3592,0,0.6169,0.52,-0.1086,-0.4445,0,-3,53.4,236479,41645,8064115000,1360945000,0,0,0
909,0,120.89,0,10.995,0,1.6434,0,0.6169,0.52,-0.3019,-1.1924,0,-3,52.8,236479,41645,8064115000,1360945000,0,0,0
894,0,17.64,0,4.2,0,0.3251,0,0.6169,0.52,2.6667,5.1111,0,-3,52.8,236479,41645,8064115000,1360945000,0,0,0
910,0,36,0,6,0,0.5004,0,0.1212,0.52,1.5,0.25,0,-3,52.8,236479,41645,8064115000,1360945000,0,0,0
893,0,21.01,0,4.5837,0,0.8018,0,0.1212,0.52,2.6288,4.9977,0,-3,52.8,236479,41645,8064115000,1360945000,0,0,0
894,0,62.64,0,7.9145,0,0.9404,0,0.1212,0.52,0.0173,0.3585,0,-3,53.4,236479,41645,8064115000,1360945000,0,0,0
895,0,20.25,0,4.5,0,0.3251,0,0.1212,0.52,2.6667,5.1111,0,-3,53.4,236479,41645,8064115000,1360945000,0,0,0
909,0,33.69,0,5.8043,0,0.639,0,0.1212,0.52,1.5056,0.2759,0,-3,52.8,236479,41645,8064115000,1360945000,0,0,0
908,0,34.36,0,5.8617,0,0.9404,0,0.1212,0.52,1.4956,0.2633,0,-3,52.8,236479,41645,8064115000,1360945000,0,0,0
895,0,20.25,0,4.5,0,0.3251,0,0.1212,0.52,2.6667,5.1111,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
879,0,45.09,0,6.7149,0,0.9404,0,0.1212,0.52,0.0443,1.9814,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
894,0,17.64,0,4.2,0,0.3251,0,0.1212,0.52,2.6667,5.1111,0,-3,53.2,236479,41645,8064115000,1360945000,0,0,0
880,0,0,0,0,0,0,0,0.1212,0.52,0,-3,0,-3,53.2,236479,41645,8064115000,1360945000,0,0,0
894,0,107.84,0,10.3846,0,1.6957,0,0.1874,0.52,-0.1619,-0.9505,0,-3,52.8,236479,41645,8064115000,1360945000,0,0,0
894,0,65.64,0,8.1019,0,1.0889,0,0.1874,0.52,0.1109,0.2682,0,-3,52.8,236479,41645,8064115000,1360945000,0,0,0
880,0,0,0,0,0,0,0,0.1874,0.52,0,-3,0,-3,53.2,236479,41645,8064115000,1360945000,0,0,0
909,0,33.69,0,5.8043,0,0.639,0,0.1874,0.52,1.5056,0.2759,0,-3,53.2,236479,41645,8064115000,1360945000,0,0,0
894,0,17.64,0,4.2,0,0.3251,0,0.1874,0.52,2.6667,5.1111,0,-3,52.9,236479,41645,8064115000,1360945000,0,0,0
879,0,45.09,0,6.7149,0,0.9404,0,0.1874,0.52,0.0443,1.9814,0,-3,52.9,236479,41645,8064115000,1360945000,0,0,0
893,0,18.01,0,4.2438,0,0.639,0,0.1874,0.52,2.6411,5.0359,0,-3,52.8,236479,41645,8064115000,1360945000,0,0,0
890,0,19,0,4.3589,0,0.9433,0,0.1874,0.52,2.6081,4.9307,0,-3,52.8,236479,41645,8064115000,1360945000,0,0,0
889,0,64.29,0,8.0181,0,1.3592,0,0.1874,0.52,0.1932,0.2167,0,-3,53.2,236479,41645,8064115000,1360945000,0,0,0
904,0,33.84,0,5.8172,0,1.0549,0,0.1874,0.52,1.4779,0.2206,0,-3,53.2,236479,41645,8064115000,1360945000,0,0,0
875,0,45.25,0,6.7268,0,1.1683,0,0.1512,0.52,0.2218,1.9779,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
889,0,19.29,0,4.392,0,0.9433,0,0.1512,0.52,2.6096,4.9327,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
875,0,0.25,0,0.5,0,0.6931,0,0.1512,0.52,0,-2,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
890,0,61,0,7.8102,0,1.2799,0,0.1512,0.52,0.0567,0.2978,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
889,0,61.29,0,7.8288,0,1.2799,0,0.1512,0.52,0.0931,0.2708,0,-3,53.1,236479,41645,8064115000,1360945000,0,0,0
860,0,19,0,4.3589,0,0.9433,0,0.1512,0.52,-2.6081,4.9307,0,-3,53.1,236479,41645,8064115000,1360945000,0,0,0
903,0,37.41,0,6.1164,0,1.0889,0,0.1512,0.52,1.4903,0.2526,0,-3,52.9,236479,41645,8064115000,1360945000,0,0,0
891,0,60.69,0,7.7904,0,1.2206,0,0.1512,0.52,0.0201,0.3291,0,-3,52.9,236479,41645,8064115000,1360945000,0,0,0
889,0,61.29,0,7.8288,0,1.2799,0,0.1512,0.52,0.0931,0.2708,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
874,0,0.24,0,0.4899,0,0.673,0,0.1512,0.52,0.4082,-1.8333,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
890,0,19,0,4.3589,0,0.9433,0,0.1507,0.52,2.6081,4.9307,0,-3,53.1,236479,41645,8064115000,1360945000,0,0,0
890,0,61,0,7.8102,0,1.2799,0,0.1507,0.52,0.0567,0.2978,0,-3,53.1,236479,41645,8064115000,1360945000,0,0,0
889,0,61.29,0,7.8288,0,1.2799,0,0.1507,0.52,0.0931,0.2708,0,-3,52.9,236479,41645,8064115000,1360945000,0,0,0
889,0,67.29,0,8.203,0,1.4185,0,0.1507,0.52,0.0353,0.3261,0,-3,52.9,236479,41645,8064115000,1360945000,0,0,0
890,0,64,0,8,0,1.4185,0,0.1507,0.52,0.1582,0.2368,0,-3,53.1,236479,41645,8064115000,1360945000,0,0,0
875,0,0.25,0,0.5,0,0.6931,0,0.1507,0.52,0,-2,0,-3,53.1,236479,41645,8064115000,1360945000,0,0,0
874,0,0.24,0,0.4899,0,0.673,0,0.1507,0.52,0.4082,-1.8333,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
890,0,145,0,12.0416,0,1.2799,0,0.1507,0.52,-0.201,-1.5214,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
875,0,48.25,0,6.9462,0,1.1935,0,0.1507,0.52,0,1.9587,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
889,0,61.29,0,7.8288,0,1.2799,0,0.1507,0.52,0.0931,0.2708,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
890,0,106,0,10.2956,0,1.5571,0,0.14,0.52,-0.099,-0.9827,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
875,0,129.25,0,11.3688,0,1.5048,0,0.14,0.52,0.0459,-1.3314,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
874,0,42.24,0,6.4992,0,1.1683,0,0.14,0.52,0.0461,1.9566,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
875,0,0.25,0,0.5,0,0.6931,0,0.14,0.52,0,-2,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
890,0,151,0,12.2882,0,1.6957,0,0.14,0.52,-0.2037,-1.5145,0,-3,52.9,236479,41645,8064115000,1360945000,0,0,0
875,0,45.25,0,6.7268,0,1.1683,0,0.14,0.52,0.2218,1.9779,0,-3,53.1,236479,41645,8064115000,1360945000,0,0,0
860,0,61,0,7.8102,0,1.2799,0,0.14,0.52,-0.0567,0.2978,0,-3,53.1,236479,41645,8064115000,1360945000,0,0,0
875,0,0.25,0,0.5,0,0.6931,0,0.14,0.52,0,-2,0,-3,0,236479,41645,8064115000,1360945000,0,0,0
875,0,0.25,0,0.5,0,0.6931,0,0.14,0.52,0,-2,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
874,0,0.24,0,0.4899,0,0.673,0,0.14,0.52,0.4082,-1.8333,0,-3,0,236479,41645,8064115000,1360945000,0,0,0
875,0,0.25,0,0.5,0,0.6931,0,0.1629,0.52,0,-2,0,-3,53,236479,41645,8064115000,1360945000,0,0,0
875,0,84.25,0,9.1788,0,1.3662,0,0.1629,0.52,0,-0.5089,0,-3,53.1,236479,41645,8064115000,1360945000,0,0,0
860,0,106,0,10.2956,0,1.5571,0,0.1629,0.52,0.099,-0.9827,0,-3,53.1,236479,41645,8064115000,1360945000,0,0,0
830,0,46,0,6.7823,0,1.2799,0,0.1629,0.52,-0.8654,-1.2259,0,-3,52.9,236479,41645,8064115000,1360945000,0,0,0
877,0,0.21,0,0.4583,0,0.6109,0,0.1629,0.52,-0.8729,-1.2381,0,-3,52.9,236479,41645,8064115000,1360945000,0,0,0
1349,1759,8106.49,270824.5,90.036,520.408,2.164,0.639,0,0,-0.4484,-1.5354,2.6659,5.1086,28.3,5705,1865,112182400,1988090,1.3039,7.3355,1
1683,3542,2076.81,567708.56,45.572,753.4644,2.164,0.9404,0,0,-0.1423,-1.4775,1.9052,2.0859,29.8,6530,3635,129249410,3874910,2.1046,4.6173,1
1680,4588,5149.2,805814.75,71.7579,897.6719,2.3026,0.9404,0,0,-0.5482,-0.8885,1.9727,2.5135,34.3,7314,5928,138860850,6319248,2.731,8.5747,1
1515,5632,8303.25,1256146.4,91.1222,1120.7794,2.164,1.2275,0.2794,0.3621,0.21,-1.247,1.779,1.5582,30.1,7985,8742,145415340,9318972,3.7175,19.383,1
1487,5522,3103.01,1266357.1,55.7047,1125.3254,2.164,0.639,0.2794,0.3621,0.2662,-0.8522,1.6348,0.8734,23.3,8381,10582,147354290,11279388,3.7135,18.0525,1
1556,4876,4738.64,1016680.8,68.8378,1008.3059,2.164,0.639,0.2794,0.3621,-0.2349,-1.3194,1.7319,1.3146,19.1,8780,11503,148501380,12261174,3.1337,14.5156,1
1014,40,6900.04,144,83.0665,12,2.3026,0.3251,0.2794,0.3621,1.2697,1.2236,2.6667,5.1111,13.3,8865,13960,148756030,14880336,0.0394,0.0839,1
1680,1598,7820,229824.36,88.4308,479.4,2.3026,0.3251,0.2794,0.3621,0.1912,-1.1799,2.6667,5.1111,13.3,9348,13960,150182340,14880336,0.9512,4.0627,1
594,4390,3125.84,918460.2,55.9092,958.3633,1.8344,0.639,0.2794,0.3621,0.6316,-0.6578,2.0366,2.6552,8.22,9353,16953,150197150,18070874,7.3906,10.2311,1
816,4366,2891.64,1076467,53.774,1037.5293,2.0253,0.9404,0.1432,0.1014,0.0884,-1.4795,2.4819,4.4653,9.37,9485,19135,150553380,20396886,5.3505,7.2343,1
1632,4720,14405.56,891959.8,120.0232,944.4362,2.3026,0.9404,0.1432,0.1014,1.0987,0.6148,1.5074,0.2846,4.53,10367,21494,153025400,22911580,2.8922,4.9402,1
1458,5260,17410.76,1214296,131.9498,1101.951,2.3026,1.2275,0.1432,0.1014,1.3822,1.1973,2.0104,2.5575,4.51,11263,24123,155725700,25714094,3.6077,6.0615,1
1706,5994,19959.84,1140359.9,141.2793,1067.8763,1.973,1.2275,0.1432,0.1014,0.0442,-1.4291,1.5927,0.8852,4.51,11978,27119,157795740,28907830,3.5135,18.4973,1
1342,5084,11489.96,1093069.5,107.1912,1045.4996,1.973,0.639,0.1432,0.1014,0.0198,-1.4676,1.6958,1.1514,2.73,12452,29660,159162080,31616536,3.7884,7.3422,1
